country_code,year,y_ext,delta_y_geo,region
LVA,2010,851.9434814453125,4.548989375358807,ECA
LVA,2011,856.75537109375,5.029958354806728,ECA
LVA,2012,865.0465087890625,5.223360891026731,ECA
LVA,2013,868.19189453125,5.7226914832485605,ECA
LVA,2014,871.2069702148438,6.2009409355436365,ECA
LVA,2015,875.7391967773438,6.504721659160086,ECA
LVA,2016,879.1727294921875,6.528487634775018,ECA
LVA,2017,883.4013671875,6.469260103506034,ECA
LVA,2018,888.3999633789062,6.119140972993685,ECA
LVA,2019,889.768310546875,5.88983870542519,ECA
LVA,2020,886.9386596679688,5.280450375759474,ECA
LVA,2021,894.494140625,4.794526058938452,ECA
LVA,2022,896.5562133789062,4.153788279026387,ECA
LVA,2023,899.4735717773438,4.053303105692558,ECA
LVA,2024,899.8324584960938,3.803036169786436,ECA
MAR,1960,647.0909423828125,0.6025261942697657,MNA
MAR,1961,641.8893432617188,1.7670389110215228,MNA
MAR,1962,650.9630737304688,2.914698191525972,MNA
MAR,1963,652.993896484375,3.9869971914485323,MNA
MAR,1964,651.524658203125,4.315224331797019,MNA
MAR,1965,650.6219482421875,5.018596880049039,MNA
MAR,1966,646.2762451171875,5.350309098280929,MNA
MAR,1967,652.95703125,5.785555931549481,MNA
MAR,1968,659.531982421875,5.802780994212294,MNA
MAR,1969,664.7850952148438,5.71075975695339,MNA
MAR,1970,666.7284545898438,6.145887339466386,MNA
MAR,1971,669.6348876953125,6.961800657919687,MNA
MAR,1972,669.5999755859375,7.440992768570827,MNA
MAR,1973,670.7093505859375,7.286902756388727,MNA
MAR,1974,673.767333984375,6.929227017370359,MNA
MAR,1975,678.6305541992188,6.638620734215047,MNA
MAR,1976,686.44140625,6.483023931897555,MNA
MAR,1977,689.8457641601562,7.139998311979826,MNA
MAR,1978,689.5406494140625,7.140199384103942,MNA
MAR,1979,691.662353515625,7.303194182114466,MNA
MAR,1980,692.6298828125,7.394389054234626,MNA
MAR,1981,687.1658935546875,7.746734348728319,MNA
MAR,1982,693.6599731445312,7.982636136623774,MNA
MAR,1983,690.4301147460938,8.335797333060192,MNA
MAR,1984,692.0823364257812,7.918809424985725,MNA
MAR,1985,695.7399291992188,7.796231321562392,MNA
MAR,1986,701.3635864257812,7.52562589896748,MNA
MAR,1987,696.5531616210938,7.666377901861103,MNA
MAR,1988,704.3385009765625,7.5646104266696454,MNA
MAR,1989,704.65576171875,7.327550577330975,MNA
MAR,1990,706.680419921875,6.799645569060531,MNA
MAR,1991,711.5113525390625,7.12989871205482,MNA
MAR,1992,705.6480712890625,7.122318868780647,MNA
MAR,1993,702.9639282226562,7.075509552693798,MNA
MAR,1994,711.22509765625,6.944279058532459,MNA
MAR,1995,702.8881225585938,6.696377331044314,MNA
MAR,1996,712.9421997070312,6.865780543534195,MNA
MAR,1997,709.2733764648438,6.9734822252595325,MNA
MAR,1998,715.2879028320312,6.7823483123429655,MNA
MAR,1999,714.50390625,6.796720617644778,MNA
MAR,2000,714.8197021484375,6.83864168005825,MNA
MAR,2001,720.8798217773438,6.753507338161896,MNA
MAR,2002,722.9611206054688,6.489174881647083,MNA
MAR,2003,727.9403076171875,6.405629637476102,MNA
MAR,2004,731.5140991210938,6.565423368270575,MNA
MAR,2005,733.35791015625,6.999380949214201,MNA
MAR,2006,739.7643432617188,7.37859809699893,MNA
MAR,2007,741.3883056640625,7.0495572822228265,MNA
MAR,2008,745.791748046875,7.063856603369592,MNA
MAR,2009,749.4100341796875,6.973162424884135,MNA
MAR,2010,751.98828125,6.686696290355848,MNA
MAR,2011,755.9734497070312,6.346914050708323,MNA
MAR,2012,757.6235961914062,6.045443883381604,MNA
MAR,2013,760.3440551757812,5.8228848404629465,MNA
MAR,2014,761.7723388671875,5.794390765771727,MNA
MAR,2015,764.8314208984375,5.826038308544992,MNA
MAR,2016,764.1354370117188,5.764313879181802,MNA
MAR,2017,767.8493041992188,5.659530998375122,MNA
MAR,2018,769.7453002929688,5.657304405713419,MNA
MAR,2019,771.54541015625,5.602771092041294,MNA
